5.0.0.0,5.0.255.255,SY
5.196.178.72,5.196.178.255,IT
5.196.179.0,5.196.180.47,FR
5.196.180.48,5.196.180.255,DE
5.196.181.0,5.196.182.111,FR
5.196.182.112,5.196.182.255,GB
5.196.183.0,5.196.183.255,FR
5.196.184.0,5.196.184.255,ES
5.196.185.0,5.196.186.15,FR
5.196.186.16,5.196.186.255,IT
5.196.187.0,5.196.188.91,FR
5.196.188.92,5.196.188.255,ES
5.196.189.0,5.196.189.255,NL
5.196.190.0,5.196.192.63,FR
5.196.192.64,5.196.192.255,PL
5.196.193.0,5.196.194.15,FR
5.196.194.16,5.196.194.255,ES
5.196.195.0,5.196.196.15,FR
5.196.196.16,5.196.196.255,PL
5.196.197.0,5.196.198.27,FR
5.196.198.28,5.196.198.239,ES
5.196.198.240,5.196.200.15,FR
5.196.200.16,5.196.200.255,PT
5.196.201.0,5.196.202.7,FR
5.196.202.8,5.196.202.255,PT
5.196.203.0,5.196.204.23,FR
5.196.204.24,5.196.204.255,PL
5.196.205.0,5.196.205.255,CZ
5.196.206.0,5.196.206.255,BE
5.196.207.0,5.196.208.111,FR
5.196.208.112,5.196.208.255,FI
5.196.209.0,5.196.209.255,FR
5.196.210.0,5.196.210.255,DE
5.196.211.0,5.196.212.7,FR
5.196.212.8,5.196.212.255,ES
5.196.213.0,5.196.214.11,FR
5.196.214.12,5.196.214.255,CZ
5.196.215.0,5.196.215.255,FR
5.196.216.0,5.196.216.255,GB
5.196.217.0,5.196.218.11,FR
5.196.218.12,5.196.218.255,ES
5.196.219.0,5.196.220.51,FR
5.196.220.52,5.196.220.255,PL
5.196.221.0,5.196.221.255,BE
5.196.222.0,5.196.237.31,FR
5.196.237.32,5.196.237.255,ES
5.196.238.0,5.196.238.255,FR
5.196.239.0,5.196.239.255,ES
5.196.240.0,5.196.241.7,FR
5.196.241.8,5.196.241.255,LT
5.196.242.0,5.196.242.255,IT
5.196.243.0,5.196.243.255,ES
5.196.244.0,5.196.246.3,FR
5.196.246.4,5.196.246.255,DE
5.196.247.0,5.196.247.255,FR
5.196.248.0,5.196.248.255,CZ
5.196.249.0,5.196.250.15,FR
5.196.250.16,5.196.250.255,PL
5.196.251.0,5.196.251.255,FR
5.196.252.0,5.196.252.255,PL
5.196.253.0,5.196.253.255,ES
5.196.254.0,5.196.255.39,FR
5.196.255.40,5.196.255.255,DE
5.197.0.0,5.197.255.255,AZ
5.198.0.0,5.198.127.255,GB
5.198.128.0,5.198.135.255,CZ
5.198.136.0,5.198.143.255,GB
5.198.144.0,5.198.154.255,AT
5.198.155.0,5.198.156.255,DE
5.198.157.0,5.198.159.255,AT
5.198.160.0,5.198.191.255,IR
5.198.192.0,5.198.223.255,FR
5.198.224.0,5.198.239.255,IT
5.198.240.0,5.198.247.255,JO
5.198.248.0,5.198.249.31,SE
5.198.249.32,5.198.249.255,GB
5.198.250.0,5.198.251.191,SE
5.198.251.192,5.198.251.255,DE
5.198.252.0,5.198.252.223,NL
5.198.252.224,5.198.253.255,SE
5.198.254.0,5.198.255.15,NL
5.198.255.16,5.198.255.255,SE
5.199.0.0,5.199.127.255,GB
5.199.128.0,5.199.130.76,DE
5.199.130.77,5.199.130.255,CA
5.199.131.0,5.199.143.255,DE
5.199.144.0,5.199.159.255,NL
5.199.160.0,5.199.162.239,LT
5.199.162.240,5.199.162.255,NL
5.199.163.0,5.199.163.255,GB
5.199.164.0,5.199.174.31,LT
5.199.174.32,5.199.174.255,CN
5.199.175.0,5.199.175.255,LT
5.199.176.0,5.199.183.255,DE
5.199.184.0,5.199.187.255,JO
5.199.188.0,5.199.191.255,NL
5.199.192.0,5.199.223.255,RU
5.199.224.0,5.199.231.255,ES
5.199.232.0,5.199.239.255,UA
5.199.240.0,5.199.255.255,DE
5.200.0.0,5.200.29.255,NL
5.200.30.0,5.200.30.255,FR
5.200.31.0,5.200.31.255,NL
5.200.32.0,5.200.63.255,RU
5.200.64.0,5.200.65.255,IR
5.200.66.0,5.200.67.255,TR
5.200.68.0,5.200.72.255,IR
5.200.73.0,5.200.75.255,TR
5.200.76.0,5.200.255.255,IR
5.201.0.0,5.201.127.255,PL
5.201.128.0,5.202.255.255,IR
5.203.0.0,5.203.255.255,GR
5.204.0.0,5.204.255.255,HU
5.205.0.0,5.205.255.255,ES
5.206.0.0,5.206.127.255,RU
5.206.128.0,5.206.191.255,HU
5.206.192.0,5.206.199.255,DK
5.206.200.0,5.206.207.255,AT
5.206.208.0,5.206.224.255,NL
5.206.225.0,5.206.226.255,UA
5.206.227.0,5.206.227.255,NL
5.206.228.0,5.206.231.255,PT
5.206.232.0,5.206.239.255,XK
5.206.240.0,5.206.255.255,PL
5.207.0.0,5.207.255.255,UA
5.208.0.0,5.223.255.255,IR
5.224.0.0,5.224.109.255,ES
5.224.110.0,5.224.110.255,IM
5.224.111.0,5.224.121.255,ES
5.224.122.0,5.224.122.255,KG
5.224.123.0,5.225.255.255,ES
5.226.0.0,5.226.15.255,FR
5.226.16.0,5.226.31.255,ES
5.226.32.0,5.226.39.255,SE
5.226.40.0,5.226.47.255,NL
5.226.48.0,5.226.55.255,IR
5.226.56.0,5.226.63.255,GB
5.226.64.0,5.226.135.255,PL
5.226.136.0,5.226.143.255,GB
5.226.144.0,5.226.150.255,CH
5.226.151.0,5.226.151.255,NL
5.226.152.0,5.226.159.255,RU
5.226.160.0,5.226.167.255,NO
5.226.168.0,5.226.168.255,ES
5.226.169.0,5.226.171.255,US
5.226.172.0,5.226.172.255,ES
5.226.173.0,5.226.175.255,US
5.226.176.0,5.226.181.255,GB
5.226.182.0,5.226.183.255,US
5.226.184.0,5.226.191.255,ES
5.226.192.0,5.226.255.255,TR
5.227.0.0,5.228.255.255,RU
5.229.0.0,5.229.255.255,TR
5.230.0.0,5.230.156.255,DE
5.230.157.0,5.230.157.255,GB
5.230.158.0,5.230.166.31,DE
5.230.166.32,5.230.166.255,SG
5.230.167.0,5.231.78.255,DE
5.231.79.0,5.231.79.255,NL
5.231.80.0,5.231.236.255,DE
5.231.237.0,5.231.237.255,GB
5.231.238.0,5.231.255.255,DE
5.232.0.0,5.232.205.255,IR
5.232.206.0,5.232.215.255,TR
5.232.216.0,5.233.95.255,IR
5.233.96.0,5.233.111.255,TR
5.233.112.0,5.233.127.255,DE
5.233.128.0,5.236.151.255,IR
5.236.152.0,5.236.155.255,DE
5.236.156.0,5.239.255.255,IR
5.240.0.0,5.243.255.255,SE
5.244.0.0,5.247.255.255,SA
5.248.0.0,5.248.255.255,UA
5.249.0.0,5.249.127.255,PT
5.249.128.0,5.249.159.255,IT
5.249.160.0,5.249.161.255,SE
5.249.162.0,5.249.162.255,GB
5.249.163.0,5.249.163.255,NL
5.249.164.0,5.249.167.255,SE
5.249.168.0,5.249.175.255,CH
5.249.176.0,5.249.191.255,SI
5.249.192.0,5.249.223.255,RU
5.249.224.0,5.249.255.255,NO
5.250.0.0,5.250.127.255,IR
5.250.128.0,5.250.159.255,KZ
5.250.160.0,5.250.167.255,FI
5.250.168.0,5.250.175.255,RU
5.250.176.0,5.250.191.255,GB
5.250.192.0,5.250.223.255,AZ
5.250.224.0,5.250.231.255,SE
5.250.232.0,5.250.239.255,RU
5.250.240.0,5.250.255.255,TR
5.251.0.0,5.251.255.255,KZ
5.252.0.0,5.252.3.255,ES
5.252.4.0,5.252.7.255,TR
5.252.8.0,5.252.11.255,ES
5.252.12.0,5.252.15.255,IS
5.252.16.0,5.252.19.255,IT
5.252.20.0,5.252.23.255,RU
5.252.24.0,5.252.27.255,GB
5.252.28.0,5.252.31.255,RU
5.252.32.0,5.252.35.255,DE
5.252.36.0,5.252.39.255,GB
5.252.40.0,5.252.43.255,CZ
5.252.44.0,5.252.47.255,IT
5.252.48.0,5.252.51.255,AZ
5.252.52.0,5.252.53.255,DE
5.252.54.0,5.252.55.255,US
5.252.56.0,5.252.63.255,FR
5.252.64.0,5.252.67.255,RU
5.252.68.0,5.252.72.255,GB
5.252.73.0,5.252.73.255,IT
5.252.74.0,5.252.82.255,GB
5.252.83.0,5.252.83.255,PK
5.252.84.0,5.252.87.255,IT
5.252.88.0,5.252.91.255,FR
5.252.92.0,5.252.95.255,ES
5.252.96.0,5.252.99.255,TR
5.252.100.0,5.252.103.255,US
5.252.104.0,5.252.107.255,ES
5.252.108.0,5.252.111.255,PL
5.252.112.0,5.252.115.255,PM
5.252.116.0,5.252.117.255,RU
5.252.118.0,5.252.118.255,NL
5.252.119.0,5.252.119.255,RU
5.252.120.0,5.252.123.255,NL
5.252.124.0,5.252.127.255,DE
5.252.128.0,5.252.131.255,SE
5.252.132.0,5.252.135.255,US
5.252.136.0,5.252.139.255,CH
5.252.140.0,5.252.143.255,US
5.252.144.0,5.252.147.255,GB
5.252.148.0,5.252.151.255,FR
5.252.152.0,5.252.152.255,NL
5.252.153.0,5.252.155.255,RU
5.252.156.0,5.252.161.255,GB
5.252.162.0,5.252.162.255,US
5.252.163.0,5.252.164.255,GB
5.252.165.0,5.252.165.255,NL
5.252.166.0,5.252.166.255,BR
5.252.167.0,5.252.167.255,GB
5.252.168.0,5.252.171.255,ES
5.252.172.0,5.252.176.255,RU
5.252.177.0,5.252.177.255,US
5.252.178.0,5.252.178.255,RO
5.252.179.0,5.252.179.255,RU
5.252.180.0,5.252.183.255,UA
5.252.184.0,5.252.187.255,US
5.252.188.0,5.252.195.255,RU
5.252.196.0,5.252.196.255,GB
5.252.197.0,5.252.197.255,US
5.252.198.0,5.252.198.255,JP
5.252.199.0,5.252.199.255,NL
5.252.200.0,5.252.203.255,PL
5.252.204.0,5.252.207.255,TR
5.252.208.0,5.252.211.255,GB
5.252.212.0,5.252.213.255,PL
5.252.214.0,5.252.215.255,SK
5.252.216.0,5.252.219.255,IR
5.252.220.0,5.252.223.255,GB
5.252.224.0,5.252.227.255,DE
5.252.228.0,5.252.231.255,PL
5.252.232.0,5.252.232.255,DE
5.252.233.0,5.252.233.255,GB
5.252.234.0,5.252.235.255,US
5.252.236.0,5.252.239.255,RS
5.252.240.0,5.252.243.255,IT
5.252.244.0,5.252.247.255,NO
5.252.248.0,5.252.251.255,US
5.252.252.0,5.252.255.255,ES
5.253.0.0,5.253.3.255,DE
5.253.4.0,5.253.7.255,ES
5.253.8.0,5.253.11.255,DE
5.253.12.0,5.253.15.255,AU
5.253.16.0,5.253.17.255,HK
5.253.18.0,5.253.19.255,NL
5.253.20.0,5.253.23.255,AU
5.253.24.0,5.253.27.255,IR
5.253.28.0,5.253.31.255,US
5.253.32.0,5.253.35.255,NL
5.253.36.0,5.253.39.255,GB
5.253.40.0,5.253.43.255,US
5.253.44.0,5.253.47.255,GB
5.253.48.0,5.253.51.255,IT
5.253.52.0,5.253.55.255,RO
5.253.56.0,5.253.59.255,US
5.253.60.0,5.253.62.255,RU
5.253.63.0,5.253.63.255,NL
5.253.64.0,5.253.71.255,US
5.253.72.0,5.253.75.255,FI
5.253.76.0,5.253.79.255,IM
5.253.80.0,5.253.83.255,SA
5.253.84.0,5.253.84.255,HK
5.253.85.0,5.253.85.255,TW
5.253.86.0,5.253.86.255,NL
5.253.87.0,5.253.87.255,US
5.253.88.0,5.253.91.255,ES
5.253.92.0,5.253.95.255,DE
5.253.96.0,5.253.99.255,IR
5.253.100.0,5.253.103.255,RU
5.253.104.0,5.253.114.255,GB
5.253.115.0,5.253.115.255,DE
5.253.116.0,5.253.117.255,RO
5.253.118.0,5.253.119.255,US
5.253.120.0,5.253.123.255,PL
5.253.124.0,5.253.127.255,RO
5.253.128.0,5.253.128.255,GB
5.253.129.0,5.253.131.255,PT
5.253.132.0,5.253.135.255,FR
5.253.136.0,5.253.139.255,US
5.253.140.0,5.253.143.255,TR
5.253.144.0,5.253.147.255,RU
5.253.148.0,5.253.151.255,NL
5.253.152.0,5.253.155.255,FR
5.253.156.0,5.253.159.255,ES
5.253.160.0,5.253.161.255,US
5.253.162.0,5.253.163.255,RO
5.253.164.0,5.253.167.255,RU
5.253.168.0,5.253.175.255,TR
5.253.176.0,5.253.179.255,EE
5.253.180.0,5.253.180.255,GB
5.253.181.0,5.253.183.255,PT
5.253.184.0,5.253.185.255,LA
5.253.186.0,5.253.186.255,IL
5.253.187.0,5.253.187.255,GB
5.253.188.0,5.253.191.255,RO
5.253.192.0,5.253.195.255,DE
5.253.196.0,5.253.199.255,IT
5.253.200.0,5.253.203.255,GB
5.253.204.0,5.253.204.255,LU
5.253.205.0,5.253.205.255,BE
5.253.206.0,5.253.206.255,PL
5.253.207.0,5.253.207.255,AT
5.253.208.0,5.253.211.255,CH
5.253.212.0,5.253.215.255,IT
5.253.216.0,5.253.219.255,AT
5.253.220.0,5.253.223.255,TR
5.253.224.0,5.253.227.255,FR
5.253.228.0,5.253.231.255,IE
5.253.232.0,5.253.235.255,US
5.253.236.0,5.253.239.255,FR
5.253.240.0,5.253.243.255,LT
5.253.244.0,5.253.244.255,US
5.253.245.0,5.253.245.255,TW
5.253.246.0,5.253.246.255,NL
5.253.247.0,5.253.251.255,TR
5.253.252.0,5.253.255.255,GB
5.254.0.0,5.254.0.255,US
5.254.1.0,5.254.2.255,GB
5.254.3.0,5.254.5.255,US
5.254.6.0,5.254.20.255,DE
5.254.21.0,5.254.22.255,US
5.254.23.0,5.254.23.255,DE
5.254.24.0,5.254.24.255,ES
5.254.25.0,5.254.29.255,DE
5.254.30.0,5.254.31.255,ES
5.254.32.0,5.254.47.255,US
5.254.48.0,5.254.48.255,NL
5.254.49.0,5.254.54.255,RO
5.254.55.0,5.254.55.255,GB
5.254.56.0,5.254.59.255,RO
5.254.60.0,5.254.60.255,CZ
5.254.61.0,5.254.61.255,DE
5.254.62.0,5.254.64.255,US
5.254.65.0,5.254.65.255,DE
5.254.66.0,5.254.67.255,RO
5.254.68.0,5.254.68.255,DE
5.254.69.0,5.254.69.255,RO
5.254.70.0,5.254.70.255,NL
5.254.71.0,5.254.72.255,DE
5.254.73.0,5.254.73.255,NL
5.254.74.0,5.254.77.255,US
5.254.78.0,5.254.78.255,GB
5.254.79.0,5.254.79.255,US
5.254.80.0,5.254.80.255,AT
5.254.81.0,5.254.81.255,US
5.254.82.0,5.254.82.255,DE
5.254.83.0,5.254.83.255,AT
5.254.84.0,5.254.84.255,US
5.254.85.0,5.254.86.255,DE
5.254.87.0,5.254.87.255,US
5.254.88.0,5.254.89.63,DE
5.254.89.64,5.254.89.255,RO
5.254.90.0,5.254.91.255,US
5.254.92.0,5.254.100.131,RO
5.254.100.132,5.254.100.255,AT
5.254.101.0,5.254.103.111,RO
5.254.103.112,5.254.103.255,AT
5.254.104.0,5.254.105.255,DE
5.254.106.0,5.254.107.255,GB
5.254.108.0,5.254.111.255,US
5.254.112.0,5.254.112.255,GB
5.254.113.0,5.254.113.255,RO
5.254.114.0,5.254.115.255,US
5.254.116.0,5.254.118.255,RO
5.254.119.0,5.254.119.255,US
5.254.120.0,5.254.124.255,DE
5.254.125.0,5.254.125.255,RO
5.254.126.0,5.254.127.255,US
5.254.128.0,5.254.159.255,SE
5.254.160.0,5.254.167.255,GB
5.254.168.0,5.254.175.255,SE
5.254.176.0,5.254.183.255,RU
5.254.184.0,5.254.191.255,AT
5.254.192.0,5.254.223.255,SE
5.254.224.0,5.254.255.255,RU
5.255.0.0,5.255.3.255,YE
5.255.4.0,5.255.7.255,FR
5.255.8.0,5.255.31.255,YE
5.255.32.0,5.255.47.255,UA
5.255.48.0,5.255.55.255,GB
5.255.56.0,5.255.127.255,NL
5.255.128.0,5.255.135.255,BE
5.255.136.0,5.255.143.255,GB
5.255.144.0,5.255.151.255,ES
5.255.152.0,5.255.152.255,DE
5.255.153.0,5.255.159.255,NL
5.255.160.0,5.255.191.255,UA
5.255.192.0,5.255.196.255,RU
5.255.197.0,5.255.197.255,TR
5.255.198.0,5.255.199.159,RU
5.255.199.160,5.255.199.255,PL
5.255.200.0,5.255.203.255,RU
5.255.204.0,5.255.204.255,KZ
5.255.205.0,5.255.207.223,RU
5.255.207.224,5.255.207.255,DE
5.255.208.0,5.255.215.255,RU
5.255.216.0,5.255.216.255,FI
5.255.217.0,5.255.241.255,RU
5.255.242.0,5.255.242.255,FI
5.255.243.0,5.255.249.255,RU
5.255.250.0,5.255.250.255,US
5.255.251.0,5.255.251.255,DE
5.255.252.0,5.255.253.255,RU
5.255.254.0,5.255.254.255,TR
5.255.255.0,5.255.255.255,RU
